Status,Date,Time,Match,P1,P1_profile,P2,P2_profile
Finished,09.01.24,Completed,q 1,Alexander Ritschard,https://www.tennislive.net/atp/alexander-ritschard/,Clement Tabur,https://www.tennislive.net/atp/clement-tabur/
Finished,09.01.24,Completed,q 1,Nerman Fatic,https://www.tennislive.net/atp/nerman-fatic/,Illya Marchenko,https://www.tennislive.net/atp/illya-marchenko/
Finished,09.01.24,Completed,q 1,Kimmer Coppejans,https://www.tennislive.net/atp/kimmer-coppejans/,Thiago Agustin Tirante,https://www.tennislive.net/atp/thiago-agustin-tirante/
Finished,09.01.24,Completed,q 1,Billy Harris,https://www.tennislive.net/atp/billy-harris/,Dimitar Kuzmanov,https://www.tennislive.net/atp/dimitar-kuzmanov/
Finished,09.01.24,Completed,q 1,Ryan Peniston,https://www.tennislive.net/atp/ryan-peniston/,Elias Ymer,https://www.tennislive.net/atp/elias-ymer/
Finished,09.01.24,Completed,q 1,Aziz Dougaz,https://www.tennislive.net/atp/aziz-dougaz/,Facundo Bagnis,https://www.tennislive.net/atp/facundo-bagnis/
Finished,09.01.24,Completed,q 1,Andrea Vavassori,https://www.tennislive.net/atp/andrea-vavassori/,Otto Virtanen,https://www.tennislive.net/atp/otto-virtanen/
Finished,09.01.24,Completed,q 1,Felipe Meligeni Alves,https://www.tennislive.net/atp/felipe-meligeni-rodrigues-alves/,Michael Mmoh,https://www.tennislive.net/atp/michael-mmoh/
Finished,09.01.24,Completed,q 1,Lukas Klein,https://www.tennislive.net/atp/lukas-klein-/,Marco Trungelliti,https://www.tennislive.net/atp/marco-trungelliti/
Finished,09.01.24,Completed,q 1,Zizou Bergs,https://www.tennislive.net/atp/zizou-bergs/,Zdenek Kolar,https://www.tennislive.net/atp/zdenek-kolar/
Finished,09.01.24,Completed,q 1,Mate Valkusz,https://www.tennislive.net/atp/mate-valkusz/,Tung-Lin Wu,https://www.tennislive.net/atp/tung-lin-wu/
Finished,09.01.24,Completed,q 1,Camilo Ugo Carabelli,https://www.tennislive.net/atp/camilo-ugo-carabelli/,Hayden Jones,https://www.tennislive.net/atp/hayden-jones/
Finished,09.01.24,Completed,q 1,Duje Ajdukovic,https://www.tennislive.net/atp/duje-ajdukovic/,Ugo Blanchet,https://www.tennislive.net/atp/ugo-blanchet/
Finished,09.01.24,Completed,q 1,Rudolf Molleker,https://www.tennislive.net/atp/rudolf-molleker/,Ivan Gakhov,https://www.tennislive.net/atp/ivan-gakhov/
Finished,09.01.24,Completed,q 1,Emilio Nava,https://www.tennislive.net/atp/emilio-nava/,Luciano Darderi,https://www.tennislive.net/atp/luciano-darderi/
Finished,09.01.24,Completed,q 1,Dane Sweeny,https://www.tennislive.net/atp/dane-sweeny/,Matteo Gigante,https://www.tennislive.net/atp/matteo-gigante/
Finished,09.01.24,Completed,q 1,Giulio Zeppieri,https://www.tennislive.net/atp/giulio-zeppieri/,Pablo Cuevas,https://www.tennislive.net/atp/pablo-cuevas/
Finished,09.01.24,Completed,q 1,Jesper De Jong,https://www.tennislive.net/atp/jesper-de-jong/,Raul Brancaccio,https://www.tennislive.net/atp/raul-brancaccio/
Finished,09.01.24,Completed,q 1,Francisco Comesana,https://www.tennislive.net/atp/francisco-comesana/,Yuta Shimizu,https://www.tennislive.net/atp/yuta-shimizu/
Finished,09.01.24,Completed,q 1,Terence Atmane,https://www.tennislive.net/atp/terence-atmane/,Juan Manuel Cerundolo,https://www.tennislive.net/atp/juan-manuel-cerundolo/
Finished,09.01.24,Completed,q 1,Gabriel Diallo,https://www.tennislive.net/atp/gabriel-diallo/,Pablo Llamas Ruiz,https://www.tennislive.net/atp/pablo-llamas-ruiz/
Finished,09.01.24,Completed,q 1,Luca Nardi,https://www.tennislive.net/atp/luca-nardi/,Francesco Maestrelli,https://www.tennislive.net/atp/francesco-maestrelli/
Finished,09.01.24,Completed,q 1,Mattia Bellucci,https://www.tennislive.net/atp/mattia-bellucci/,Jozef Kovalik,https://www.tennislive.net/atp/jozef-kovalik/
Finished,09.01.24,Completed,q 1,Dino Prizmic,https://www.tennislive.net/atp/dino-prizmic/,Mariano Navone,https://www.tennislive.net/atp/mariano-navone/
Finished,10.01.24,Completed,q 1,John Millman,https://www.tennislive.net/atp/john-millman/,Alessandro Giannessi,https://www.tennislive.net/atp/alessandro-giannessi/
Finished,10.01.24,Completed,q 1,Federico Gaio,https://www.tennislive.net/atp/federico-gaio/,Laurent Lokoli,https://www.tennislive.net/atp/laurent-lokoli/
Finished,10.01.24,Completed,q 1,Hugo Dellien,https://www.tennislive.net/atp/hugo-dellien/,Goncalo Oliveira,https://www.tennislive.net/atp/goncalo-oliveira/
Finished,10.01.24,Completed,q 1,Oriol Roca Batalla,https://www.tennislive.net/atp/oriol-roca-batalla/,Philip Sekulic,https://www.tennislive.net/atp/philip-sekulic/
Finished,10.01.24,Completed,q 1,Sumit Nagal,https://www.tennislive.net/atp/sumit-nagal/,Geoffrey Blancaneaux,https://www.tennislive.net/atp/geoffrey-blancaneaux/
Finished,10.01.24,Completed,q 1,Omar Jasika,https://www.tennislive.net/atp/omar-jasika/,Dalibor Svrcina,https://www.tennislive.net/atp/dalibor-svrcina/
Finished,10.01.24,Completed,q 1,Vitaliy Sachko,https://www.tennislive.net/atp/vitaliy-sachko/,Denis Yevseyev,https://www.tennislive.net/atp/denis-yevseyev/
Finished,10.01.24,Completed,q 1,Hugo Grenier,https://www.tennislive.net/atp/hugo-grenier/,Mark Lajal,https://www.tennislive.net/atp/mark-lajal/
Finished,10.01.24,Completed,q 1,Benjamin Hassan,https://www.tennislive.net/atp/benjamin-hassan/,Jan Choinski,https://www.tennislive.net/atp/jan-choinski/
Finished,10.01.24,Completed,q 1,Alex Molcan,https://www.tennislive.net/atp/alex-molcan/,Gijs Brouwer,https://www.tennislive.net/atp/gijs-brouwer/
Finished,10.01.24,Completed,q 1,Marc-Andrea Huesler,https://www.tennislive.net/atp/marc-andrea-huesler/,Filip Misolic,https://www.tennislive.net/atp/filip-misolic/
Finished,10.01.24,Completed,q 1,Lloyd Harris,https://www.tennislive.net/atp/lloyd-george-muirhead-harris/,Daniel Rincon,https://www.tennislive.net/atp/daniel-rincon/
Finished,10.01.24,Completed,q 1,Santiago Rodriguez Taverna,https://www.tennislive.net/atp/santiago-fa-rodriguez-taverna/,Antoine Escoffier,https://www.tennislive.net/atp/antoine-escoffier/
Finished,10.01.24,Completed,q 1,Aleksandar Kovacevic,https://www.tennislive.net/atp/aleksandar-kovacevic/,Gauthier Onclin,https://www.tennislive.net/atp/gauthier-onclin/
Finished,10.01.24,Completed,q 1,Vit Kopriva,https://www.tennislive.net/atp/vit-kopriva/,Calvin Hemery,https://www.tennislive.net/atp/calvin-hemery/
Finished,10.01.24,Completed,q 1,Hugo Gaston,https://www.tennislive.net/atp/hugo-gaston/,Bu Yunchaokete,https://www.tennislive.net/atp/bu-yunchaokete/
Finished,10.01.24,Completed,q 1,Zsombor Piros,https://www.tennislive.net/atp/zsombor-piros/,Andrea Pellegrino,https://www.tennislive.net/atp/andrea-pellegrino/
Finished,10.01.24,Completed,q 1,Oliver Crawford,https://www.tennislive.net/atp/oliver-crawford/,Ilya Ivashka,https://www.tennislive.net/atp/ilya-ivashka/
Finished,10.01.24,Completed,q 1,Maxime Cressy,https://www.tennislive.net/atp/maxime-cressy/,Yu Hsiou Hsu,https://www.tennislive.net/atp/yu-hsiou-hsu/
Finished,10.01.24,Completed,q 1,Beibit Zhukayev,https://www.tennislive.net/atp/beibit-zhukayev/,Nicolas Kicker,https://www.tennislive.net/atp/nicolas-kicker/
Finished,10.01.24,Completed,q 1,Harold Mayot,https://www.tennislive.net/atp/harold-mayot/,Andrea Collarini,https://www.tennislive.net/atp/andrea-collarini/
Finished,10.01.24,Completed,q 1,Francesco Passaro,https://www.tennislive.net/atp/francesco-passaro/,Pedro Martinez Portero,https://www.tennislive.net/atp/pedro-martinez-portero/
Finished,10.01.24,Completed,q 1,Kyrian Jacquet,https://www.tennislive.net/atp/kyrian-jacquet/,Enzo Couacaud,https://www.tennislive.net/atp/enzo-couacaud/
Finished,10.01.24,Completed,q 1,Flavio Cobolli,https://www.tennislive.net/atp/flavio-cobolli/,Jeremy Jin,https://www.tennislive.net/atp/jeremy-jin/
Finished,10.01.24,Completed,q 1,Tristan Schoolkate,https://www.tennislive.net/atp/tristan-schoolkate/,Sho Shimabukuro,https://www.tennislive.net/atp/sho-shimabukuro/
Finished,10.01.24,Completed,q 1,Giovanni Mpetshi Perricard,https://www.tennislive.net/atp/giovanni-mpetshi-perricard/,Tomas Barrios Vera,https://www.tennislive.net/atp/marcelo-tomas-barrios-vera/
Finished,10.01.24,Completed,q 1,Zachary Svajda,https://www.tennislive.net/atp/zachary-svajda/,Alexander Blockx,https://www.tennislive.net/atp/alexander-blockx/
Finished,10.01.24,Completed,q 1,Shintaro Mochizuki,https://www.tennislive.net/atp/shintaro-mochizuki/,Nicolas Moreno De Alboran,https://www.tennislive.net/atp/nicolas-moreno-de-alboran/
Finished,10.01.24,Completed,q 1,Abedallah Shelbayh,https://www.tennislive.net/atp/abedallah-shelbayh/,Titouan Droguet,https://www.tennislive.net/atp/titouan-droguet/
Finished,10.01.24,Completed,q 1,Hamad Medjedovic,https://www.tennislive.net/atp/hamad-medjedovic/,Marco Cecchinato,https://www.tennislive.net/atp/marco-cecchinato/
Finished,10.01.24,Completed,q 1,Edward Winter,https://www.tennislive.net/atp/edward-winter/,Franco Agamenone,https://www.tennislive.net/atp/franco-agamenone/
Finished,10.01.24,Completed,q 1,Jakub Mensik,https://www.tennislive.net/atp/jakub-mensik/,Brandon Nakashima,https://www.tennislive.net/atp/brandon-nakashime/
